0,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,过期青铜步兵剑,dated bronze gladius,†グラディウス
101,过期青铜小刀,dated bronze dagger,†ダガー
102,过期青铜骑兵剑,dated bronze spatha,†スパタ
103,过期失明小刀,dated blinding dagger,†ブラインダガー
104,过期静寂小刀,dated silencing dagger,†サイレスダガー
105,过期黄铜步兵剑,dated brass gladius,†ブラスグラディウス
106,过期黄铜小刀,dated brass dagger,†ブラスダガー
107,过期麻痹小刀,dated paralyzing dagger,†パライズダガー
108,过期昏睡小刀,dated sleeping dagger,†スリプルダガー
109,过期梣木石刃棒,dated ash macuahuitl,†マクアフティル
110,过期黑铁步兵剑,dated iron gladius,†アイアングラディウス
111,过期黑铁小刀,dated iron dagger,†アイアンダガー
112,过期黑铁骑兵剑,dated iron spatha,†アイアンスパタ
113,过期狂热小刀,dated maddening dagger,†フレンジーダガー
114,过期出血小刀,dated poison dagger,†ポイズンダガー
115,过期榆木石刃棒,dated elm macuahuitl,†エルムマクアフティル
116,过期蜂蜡骑兵剑,dated bee spatha,†ビースパタ
117,过期黑铁弯刃刀,dated iron falchion,†ファルシオン
118,过期黑铁短剑,dated iron shortsword,†ショートソード
119,过期胡桃石刃棒,dated walnut macuahuitl,†ウォルナットマクアフティル
120,过期黑铁长剑,dated iron longsword,†ロングソード
121,过期锯齿弯刃刀,dated toothed falchion,†トゥースドファルシオン
122,过期白羽橡木石刃棒,dated plumed walnut macuahuitl,†コンドルマクアフティル
123,过期橡木石刃棒,dated oak macuahuitl,†オークマクアフティル
124,过期兽骨骨拳,pair of dated bone hora,†ホラ
125,过期水牛护拳,pair of dated leather himantes,†ヒマンテス
126,过期青铜指虎,pair of dated bronze knuckles,†メタルナックル
127,过期渡渡鸟钢拳,pair of dated dodoskin cesti,†セスタス
128,过期黄铜指虎,pair of dated brass knuckles,†ブラスナックル
129,过期龟甲骨拳,pair of dated tortoiseshell hora,†トータスホラ
130,过期蟾蜍钢拳,pair of dated toadskin cesti,†トードセスタス
131,过期铁甲指虎,pair of dated spiked knuckles,†スパイクナックル
132,过期野猪护拳,pair of dated boarskin himantes,†ボアヒマンテス
133,过期黑铁虎爪,pair of dated iron baghnakhs,†バグナウ
134,过期蟹甲骨拳,pair of dated crabshell hora,†クラブホラ
135,过期窒息虎爪,pair of dated smothering baghnakhs,†スマザーバグナウ
136,过期停心虎爪,pair of dated disabling baghnakhs,†デッドハートバグナウ
137,过期毒蜥蜴革钢拳,pair of dated peiste cesti,†ペイストセスタス
138,过期翡翠护拳,pair of dated jade hora,†ジェードホラ
139,过期青铜战斧,dated bronze war axe,†ウォーアクス
140,过期青铜双刃斧,dated bronze labrys,†ラブリュス
141,过期青铜刺柄双刃斧,dated spiked bronze labrys,†スパイクドラブリュス
142,过期风暴战斧,dated storm axe,†ストームアクス
143,过期黑铁战斧,dated iron war axe,†アイアンウォーアクス
144,过期黑铁双刃斧,dated iron labrys,†アイアンラブリュス
145,过期黑铁刺柄双刃斧,dated spiked iron labrys,†スパイクドアイアンラブリュス
146,过期业火战斧,dated inferno axe,†インフェルノアクス
147,过期黑铁长刃斧,dated iron bhuj,†ブージ
148,过期青铜巨斧,dated bronze bardiche,†バルディッシュ
149,过期黑铁钩斧,dated iron bill,†ビル
150,过期雷暴战斧,dated thunderstorm axe,†サンダーストームアクス
151,过期雕纹长刃斧,dated engraved bhuj,†クレステッドブージ
152,过期青铜长枪,dated bronze spear,†スピア
153,过期兽骨渔枪,dated harpoon,†ハープーン
154,过期犬牙渔枪,dated feathered harpoon,†フェザーハープーン
155,过期黄铜长枪,dated brass spear,†ブラススピア
156,过期黑铁长枪,dated iron spear,†アイアンスピア
157,过期黑铁骑枪,dated iron lance,†ランス
158,过期龟甲渔枪,dated tortoiseshell harpoon,†トータスハープーン
159,过期黑铁战戈,dated iron guisarme,†ギザルメ
160,过期黑铁战叉,dated battle fork,†バトルフォーク
161,过期黑铁重骑枪,dated heavy iron lance,†ヘヴィランス
162,过期蟹甲渔枪,dated yarzonshell harpoon,†ヤーゾンハープーン
163,过期贵族战戈,dated jarl's guisarme,†ジャールギザルメ
164,过期方旗骑枪,dated banneret lance,†バナレットランス
165,过期黑铁战戟,dated iron halberd,†ハルバード
166,过期柳木短弓,dated willow shortbow,†ショートボウ
167,过期枫木长弓,dated maple longbow,†ロングボウ
168,过期榆木短弓,dated elm shortbow,†エルムショートボウ
169,过期雪松骑兵弓,dated cavalry bow,†キャバルリーボウ
170,过期革装枫木长弓,dated wrapped maple longbow,†ラップドロングボウ
171,过期白羽柳木短弓,dated plumed willow shortbow,†ショートボウDX
172,过期柳木复合弓,dated willow composite bow,†コンポジットボウ
173,过期黑铁骑兵弓,dated ironclad cavalry bow,†アイアンクラッドボウ
174,过期梣木长弓,dated ash longbow,†アッシュロングボウ
175,过期高速榆木短弓,dated elm velocity bow,†エルムベロシティボウ
176,过期甲虫复合弓,dated weevil bow,†ビートルボウ
177,过期装甲骑兵弓,dated armored cavalry bow,†アームドボウ
178,过期革装梣木长弓,dated wrapped ash longbow,†ラップド・アッシュロングボウ
179,过期橡木复合弓,dated oak composite bow,†オークコンポジットボウ
180,过期紫杉长弓,dated yew longbow,†ユーロングボウ
181,过期蟹甲复合弓,dated crab bow,†クラブボウ
182,过期枫木幻杖,dated maple wand,†ワンド
183,过期绿叶枫木幻杖,dated budding maple wand,†バッデッドワンド
184,过期火华枫木幻杖,dated maple wand of flames,†スパンクワンド
185,过期风华枫木幻杖,dated maple wand of gales,†ブリーズワンド
186,过期雷华枫木幻杖,dated maple wand of storms,†ショックワンド
187,过期土华枫木幻杖,dated maple wand of tremors,†サンドワンド
188,过期水华枫木幻杖,dated maple wand of tides,†スウェットワンド
189,过期冰华枫木幻杖,dated maple wand of frost,†ライムワンド
190,过期柳木幻杖,dated willow wand,†ウィローワンド
191,过期绿叶柳木幻杖,dated budding willow wand,†バッデッドウィローワンド
192,过期火华柳木幻杖,dated willow wand of flames,†ファイアワンド
193,过期风华柳木幻杖,dated willow wand of gales,†ウィンドワンド
194,过期雷华柳木幻杖,dated willow wand of storms,†サンダーワンド
195,过期土华柳木幻杖,dated willow wand of tremors,†アースワンド
196,过期水华柳木幻杖,dated willow wand of tides,†ウォーターワンド
197,过期冰华柳木幻杖,dated willow wand of frost,†アイスワンド
198,过期胡桃幻杖,dated walnut wand,†ウォルナットワンド
199,过期绿叶胡桃幻杖,dated budding walnut wand,†バッデッドウォルナットワンド
200,过期火华胡桃幻杖,dated walnut wand of flames,†フレイムワンド
201,过期风华胡桃幻杖,dated walnut wand of gales,†ゲイルワンド
202,过期雷华胡桃幻杖,dated walnut wand of storms,†ストームワンド
203,过期土华胡桃幻杖,dated walnut wand of tremors,†トレマーワンド
204,过期水华胡桃幻杖,dated walnut wand of tides,†タイダルワンド
205,过期冰华胡桃幻杖,dated walnut wand of frost,†フロストワンド
206,过期梣木牧杖,dated ash cane,†ケーン
207,过期榆木牧杖,dated elm cane,†エルムケーン
208,过期松木手杖,dated pine crook,†クルーク
209,过期铜铃榆木牧杖,dated pastoral elm cane,†パストラルエルムケーン
210,过期白羽手杖,dated plumed pine crook,†コッククルーク
211,过期红木根杖,dated mahogany radical,†ラディカル
212,过期橡木牧杖,dated oak cane,†オークケーン
213,过期明灯根杖,dated flambeau radical,†フランボーラディカル
214,过期紫杉手杖,dated yew crook,†ユークルーク
215,过期妖花根杖,dated sprouting radical,†リーヴドラディカル
216,过期铜铃橡木牧杖,dated pastoral oak cane,†パストラルオークケーン
217,过期黑羽手杖,dated plumed yew crook,†クロウクルーク
218,过期翡翠手杖,dated jade crook,†ジェイドクルーク
219,过期红铜咒杖,dated copper scepter,†セプター
220,过期黄铜咒杖,dated decorated copper scepter,†セプターDX
221,过期黄铜咒锤,dated brass cudgel,†カジェル
222,过期白银咒杖,dated silver scepter,†シルバーセプター
223,过期条纹咒角,dated brand,†ブランド
224,过期熏银咒杖,dated decorated silver scepter,†シルバーセプターDX
225,过期黑铁咒锤,dated iron cudgel,†アイアンカジェル
226,过期绿金咒杖,dated ornate silver scepter,†シルバーセプターSP
227,过期风华咒角,dated wind brand,†ウィンドブランド
228,过期土华咒角,dated earth brand,†アースブランド
229,过期雷华咒角,dated lightning brand,†ライトニングブランド
230,过期冰华咒角,dated ice brand,†アイスブランド
231,过期火华咒角,dated fire brand,†ファイアブランド
232,过期水华咒角,dated water brand,†ウォーターブランド
233,过期兽骨长杖,dated bone staff,†スタッフ
234,过期蟹甲兽骨长杖,dated decorated bone staff,†スタッフDX
235,过期兽角长杖,dated horn staff,†ホーンスタッフ
236,过期蟹甲兽角长杖,dated decorated horn staff,†ホーンスタッフDX
237,过期枫木方盾,dated square maple shield,†エキュ
238,过期青铜重盾,dated bronze hoplon,†ホプロン
239,过期栗木圆盾,dated round chestnut shield,†ラウンドシールド
240,过期青铜小圆盾,dated bronze buckler,†バックラー
241,过期梣木方盾,dated square ash shield,†アッシュエキュ
242,过期绵羊皮盾,dated sheepskin targe,†タージェ
243,过期青铜轻盾,dated bronze pelta,†ペルタ
244,过期漩涡圆盾,dated warded round shield,†ワーデッドシールド
245,过期镶铁小圆盾,dated ironclad bronze buckler,†アイアンクラッドバックラー
246,过期青铜步兵盾,dated bronze scutum,†スクトゥム
247,过期黑铁重盾,dated iron hoplon,†アイアンホプロン
248,过期橡木圆盾,dated round oak shield,†オークシールド
249,过期水牛皮盾,dated leather targe,†レザータージェ
250,过期镶银小圆盾,dated decorated buckler,†デコレーテッドバックラー
251,过期机关盾,dated lantern shield,†ランタンシールド
252,过期黑铁步兵盾,dated iron scutum,†アイアンスクトゥム
253,过期黑铁轻盾,dated iron pelta,†アイアンペルタ
254,过期海蛇圆盾,dated serpent shield,†サーペントシールド
255,过期佩剑机关盾,dated bladed lantern shield,†ブレードランタンシールド
256,过期盗龙皮盾,dated raptorskin targe,†ラプトルタージェ
257,过期镶银步兵盾,dated decorated iron scutum,†アイアンスクトゥムDX
258,过期公牛重盾,dated bull hoplon,†ブルホプロン
259,过期青铜手锯,dated bronze saw,†ソー
260,过期陆行鸟手锯,dated chocobotail saw,†チョコボテイルソー
261,过期鱼腥手锯,dated fish saw,†フィッシュソー
262,过期黑铁手锯,dated iron saw,†アイアンソー
263,过期黑铁雕纹手锯,dated bas-relief iron saw,†レリーフアイアンソー
264,过期横切手锯,dated crosscut saw,†クロスカットソー
265,过期黑铁陆行鸟手锯,dated iron chocobotail saw,†アイアン・チョコボテイルソー
266,过期青铜羊角锤,dated bronze claw hammer,†クローハンマー
267,过期黑铁羊角锤,dated iron claw hammer,†アイアンクローハンマー
268,过期白钢羊角锤,dated steel claw hammer,†スチールクローハンマー
269,过期青铜横头锤,dated bronze cross-pein hammer,†クロスペインハンマー
270,过期青铜鸟嘴锤,dated birdsbeak hammer,†バードビークハンマー
271,过期加强鸟嘴锤,dated fortified birdsbeak hammer,†バードビークハンマーDX
272,过期黑铁横头锤,dated iron cross-pein hammer,†アイアン・クロスペインハンマー
273,过期黑铁鸟嘴锤,dated crowsbeak hammer,†クロウビークハンマー
274,过期革柄鸟嘴锤,dated wrapped crowsbeak hammer,†ラップド・クロウビークハンマー
275,过期加重鸟嘴锤,dated heavy crowsbeak hammer,†ヘヴィ・クロウビークハンマー
276,过期青铜锉刀,dated bronze file,†ファイル
277,过期黑铁锉刀,dated iron file,†アイアンファイル
278,过期抛光黑铁锉刀,dated polished iron file,†アイアンファイルDX
279,过期青铜铸甲锤,dated bronze doming hammer,†ドーミングハンマー
280,过期青铜圆头锤,dated bronze raising hammer,†レイジングハンマー
281,过期锡铜圆头锤,dated tin bronze raising hammer,†レイジングハンマーDX
282,过期黑铁铸甲锤,dated iron doming hammer,†アイアンドーミングハンマー
283,过期黑铁圆头锤,dated iron raising hammer,†アイアンレイジングハンマー
284,过期革柄圆头锤,dated wrapped iron raising hammer,†ラップドレイジングハンマー
285,过期加重圆头锤,dated heavy-duty iron raising hammer,†ラップドレイジングハンマーDX
286,过期青铜手钳,pair of dated bronze pliers,†プライヤー
287,过期黑铁手钳,pair of dated iron pliers,†アイアンプライヤー
288,过期白钢手钳,pair of dated steel pliers,†スチールプライヤー
289,过期青铜雕金锤,dated bronze chaser hammer,†チェーサーハンマー
290,过期青铜装饰锤,dated bronze ornamental hammer,†オーナメンタルハンマー
291,过期锡铜装饰锤,dated tin bronze ornamental hammer,†オーナメンタルハンマーDX
292,过期黑铁雕金锤,dated iron chaser hammer,†アイアンチェーサーハンマー
293,过期加强装饰锤,dated fortified iron chaser hammer,†アイアンチェーサーハンマーDX
294,过期黑铁装饰锤,dated iron ornamental hammer,†アイアンオーナメンタルハンマー
295,过期白钢雕金锤,dated steel chaser hammer,†スチールチェーサーハンマー
296,过期泥岩砂轮机,dated mudstone grinding wheel,†グラインディングホイール
297,过期砂岩砂轮机,dated ragstone grinding wheel,†ラググラインディングホイール
298,过期粉岩砂轮机,dated siltstone grinding wheel,†シルトグラインディングホイール
299,过期青铜裁皮刀,dated bronze head knife,†ヘッドナイフ
300,过期黄铜裁皮刀,dated brass head knife,†ブラスヘッドナイフ
301,过期加重裁皮刀,dated heavy-duty brass head knife,†ブラスヘッドナイフDX
302,过期黑铁圆革刀,dated iron round knife,†ラウンドナイフ
303,过期黑铁裁皮刀,dated iron head knife,†アイアンヘッドナイフ
304,过期熏银裁皮刀,dated darksilver head knife,†ダークシルバー・ヘッドナイフ
305,过期白钢圆革刀,dated steel round knife,†スチールラウンドナイフ
306,过期青铜平斩,dated bronze awl,†アウル
307,过期黑铁平斩,dated iron awl,†アイアンアウル
308,过期白钢平斩,dated steel awl,†スチールアウル
309,过期青铜缝针,dated bronze needle,†ニードル
310,过期针鼹针,dated hedgemole needle,†ヘッジモールニードル
311,过期黑铁缝针,dated iron needle,†アイアンニードル
312,过期白银缝针,dated silver needle,†シルバーニードル
313,过期白钢缝针,dated steel needle,†スチールニードル
314,过期仙人针,dated thousand needle,†サウザンドニードル
315,过期枫木纺车,dated maple spinning wheel,†スピニングホイール
316,过期榆木纺车,dated elm spinning wheel,†エルムスピニングホイール
317,过期胡桃纺车,dated walnut spinning wheel,†ウォルナットスピニングホイール
318,过期橡木纺车,dated oak spinning wheel,†オークスピニングホイール
319,过期红铜蒸馏器,dated copper alembic,†アレンビック
320,过期黄铜蒸馏器,dated brass alembic,†ブラスアレンビック
321,过期锡制蒸馏器,dated tin alembic,†ティンアレンビック
322,过期黑铁蒸馏器,dated iron alembic,†アイアンアレンビック
323,过期特制蒸馏器,dated conical alembic,†コニカルアレンビック
324,过期白银蒸馏器,dated silver alembic,†シルバーアレンビック
325,过期热能蒸馏器,dated thermal alembic,†サーマルアレンビック
326,过期青铜研钵,dated bronze mortar,†モーター
327,过期黑铁研钵,dated iron mortar,†アイアンモーター
328,过期白钢研钵,dated steel mortar,†スチールモーター
329,过期青铜平底锅,dated bronze skillet,†スキレット
330,过期黑铁平底锅,dated iron skillet,†アイアンスキレット
331,过期纯白平底锅,dated white skillet,†ホワイトスキレット
332,过期皇家平底锅,dated royal kitchens skillet,†キッチナースキレット
333,过期黑铁煎锅,dated iron frypan,†フライパン
334,过期白钢平底锅,dated steel skillet,†スチールスキレット
335,过期爆弹煎锅,dated bomb frypan,†ボムフライパン
336,过期青铜厨刀,dated bronze culinary knife,†クリナリーナイフ
337,过期黑铁厨刀,dated iron culinary knife,†アイアンクリナリーナイフ
338,过期秘银厨刀,dated mythril culinary knife,†ミスリルクリナリーナイフ
339,过期青铜鹤嘴锄,dated bronze pickaxe,†ピック
340,过期白羽鹤嘴锄,dated plumed bronze pickaxe,†プルームドピック
341,过期灰羽鹤嘴锄,dated oiled bronze pickaxe,†プルームドピックDX
342,过期黑铁鹤嘴锄,dated iron pickaxe,†アイアンピック
343,过期抛光鹤嘴锄,dated polished iron pickaxe,†ポリッシュドピック
344,过期渡渡鹤嘴锄,dated dodotail pickaxe,†ドードープルームドピック
345,过期黑铁鹤嘴镐,dated iron dolabra,†ドラブラ
346,过期青铜碎石锤,dated bronze sledgehammer,†モール
347,过期黑铁碎石锤,dated iron sledgehammer,†アイアンモール
348,过期秘银碎石锤,dated mythril sledgehammer,†ミスリルモール
349,过期青铜手斧,dated bronze hatchet,†ハチェット
350,过期陆行鸟手斧,dated plumed bronze hatchet,†チョコボハチェット
351,过期灰羽手斧,dated oiled bronze hatchet,†チョコボハチェットDX
352,过期黄铜手斧,dated brass hatchet,†ブラスハチェット
353,过期黑铁手斧,dated iron hatchet,†アイアンハチェット
354,过期白钢手斧,dated steel hatchet,†スチールハチェット
355,过期兀鹫手斧,dated plumed iron hatchet,†ヴァルチャーハチェット
356,过期青铜镰刀,dated bronze scythe,†サイズ
357,过期黑铁镰刀,dated iron scythe,†アイアンサイズ
358,过期白钢镰刀,dated steel scythe,†スチールサイズ
359,过期梣木钓竿,dated ash fishing rod,†フィッシングロッド
360,过期柳木钓竿,dated willow fishing rod,†ウィローフィッシングロッド
361,过期松木钓竿,dated pine fishing rod,†パインフィッシングロッド
362,过期竹制钓竿,dated bamboo fishing rod,†バンブーフィッシングロッド
363,过期藤制钓竿,dated rattan fishing rod,†ラタンフィッシングロッド
364,过期紫杉钓竿,dated yew fishing rod,†ユーフィッシングロッド
365,过期兽角钓竿,dated horn fishing rod,†ホーンフィッシングロッド
366,风化兜帽,weathered coif (grey),ウェザードコイフ
367,风化贝雷帽,weathered beret (beige),ウェザードベレー
368,风化眼镜,pair of weathered spectacles,ウェザードスペクタクルズ
369,风化头巾,weathered bandana,ウェザードバンダナ
370,风化遮阳帽,weathered sun hat,ウェザードサンハット
371,风化沙滩帽,weathered beach hat (blue),ウェザードビーチハット
372,过期草布兜帽,dated hempen coif,†コイフ
373,过期草布兜帽（棕褐）,dated hempen coif (brown),†ブラウンコイフ
374,过期草布兜帽（铅灰）,dated hempen coif (grey),†グレイコイフ
375,过期草布兜帽（土黄）,dated hempen coif (beige),†サンドコイフ
376,过期草帽,dated straw hat,†ストローハット
377,过期草布头巾,dated hempen bandana,†バンダナ
378,过期草布头巾（土黄）,dated hempen bandana (beige),†サンドバンダナ
379,过期草布头巾（棕褐）,dated hempen bandana (brown),†ブラウンバンダナ
380,过期草布头巾（铅灰）,dated hempen bandana (grey),†グレイバンダナ
381,过期草布围巾,dated hempen scarf,†スカーフ
382,过期草布围巾（铅灰）,dated hempen scarf (grey),†グレイスカーフ
383,过期草布围巾（土黄）,dated hempen scarf (beige),†サンドスカーフ
384,过期草布围巾（棕褐）,dated hempen scarf (brown),†ブラウンスカーフ
385,过期草布贝雷帽,dated hempen beret,†ベレー
386,过期草布贝雷帽（棕褐）,dated hempen beret (brown),†ブラウンベレー
387,过期草布贝雷帽（铅灰）,dated hempen beret (grey),†グレイベレー
388,过期草布贝雷帽（土黄）,dated hempen beret (beige),†サンドベレー
389,过期草布宽边帽,dated hempen hat,†ハット
390,过期草布宽边帽（棕褐）,dated hempen hat (brown),†ブラウンハット
391,过期草布宽边帽（铅灰）,dated hempen hat (grey),†グレイハット
392,过期草布宽边帽（土黄）,dated hempen hat (beige),†サンドハット
393,过期柳桉半假面,dated lauan halfmask,†ハーフマスク
394,过期牛皮草帽,dated walking hat,†ウォーキングストローハット
395,过期草布包头巾,dated hempen turban,†ターバン
396,过期草布包头巾（棕褐）,dated hempen turban (brown),†ブラウンターバン
397,过期草布包头巾（铅灰）,dated hempen turban (grey),†グレイターバン
398,过期草布包头巾（土黄）,dated hempen turban (beige),†サンドターバン
399,过期羊皮突骑帽,dated sheepskin calot,†カロ
400,过期羊皮突骑帽（灰褐）,dated sheepskin calot (taupe),†トープカロ
401,过期羊皮突骑帽（灰黑）,dated sheepskin calot (grey),†グレイカロ
402,过期草布狩猎帽（棕褐）,dated hunting hat (brown),†ブラウンハンティングハット
403,过期草布狩猎帽（铅灰）,dated hunting hat (grey),†グレイハンティングハット
404,过期草布狩猎帽（土黄）,dated hunting hat (beige),†サンドハンティングハット
405,过期羊皮盔帽,dated sheepskin pot helm,†ポットヘルム
406,过期草布圆锥帽,dated hempen sugarloaf hat (brown),†シュガーローフ
407,过期草布圆锥帽（铅灰）,dated hempen sugarloaf hat (grey),†グレイシュガーローフ
408,过期草布圆锥帽（棕褐）,dated hempen sugarloaf hat (beige),†サンドシュガーローフ
409,过期棉布兜帽,dated cotton coif,†コットンコイフ
410,过期棉布兜帽（朱红）,dated cotton coif (red),†ヴァーミリオンコイフ
411,过期草布兜帽（淡黄）,dated cotton coif (yellow),†メイズコイフ
412,过期草布兜帽（橄榄绿）,dated cotton coif (green),†オリーヴコイフ
413,过期草布兜帽（天蓝）,dated cotton coif (blue),†セレストコイフ
414,过期红铜眼镜,pair of dated copper spectacles,†スペクタクルズ
415,过期风化眼镜（黑色）,pair of dated weathered spectacles (black),†ブラックスペクタクルズ
416,过期风化眼镜（绿色）,pair of dated weathered spectacles (green),†グリーンスペクタクルズ
417,过期红铜头冠（日长石）,dated copper circlet (sunstone),†サークレット(サンストーン)
418,过期红铜头冠（天青石）,dated copper circlet (lapis lazuli),†サークレット(ラピスラズリ)
419,过期红铜头冠（榍石）,dated copper circlet (sphene),†サークレット(スフェーン)
420,过期红铜头冠（孔雀石）,dated copper circlet (malachite),†サークレット(マラカイト)
421,过期红铜头冠（萤石）,dated copper circlet (fluorite),†サークレット(フローライト)
422,过期红铜头冠（赛黄晶）,dated copper circlet (danburite),†サークレット(ダンビュライト)
423,过期棉布头巾,dated cotton bandana,†コットンバンダナ
424,过期棉布头巾（朱红）,dated cotton bandana (red),†ヴァーミリオンバンダナ
425,过期棉布头巾（淡黄）,dated cotton bandana (yellow),†メイズバンダナ
426,过期棉布头巾（橄榄绿）,dated cotton bandana (green),†オリーヴバンダナ
427,过期棉布头巾（天蓝）,dated cotton bandana (blue),†セレストバンダナ
428,过期红铜开面盔,dated copper barbut,†バルビュート
429,过期棉布围巾,dated cotton scarf,†コットンスカーフ
430,过期棉布围巾（朱红）,dated cotton scarf (red),†ヴァーミリオンスカーフ
431,过期棉布围巾（淡黄）,dated cotton scarf (yellow),†メイズスカーフ
432,过期棉布围巾（橄榄绿）,dated cotton scarf (green),†オリーヴスカーフ
433,过期棉布围巾（天蓝）,dated cotton scarf (blue),†セレストスカーフ
434,过期棉布贝雷帽,dated cotton beret,†コットンベレー
435,过期棉布贝雷帽（橄榄绿）,dated cotton beret (green),†オリーヴベレー
436,过期棉布贝雷帽（朱红）,dated cotton beret (red),†ヴァーミリオンベレー
437,过期棉布贝雷帽（淡黄）,dated cotton beret (yellow),†メイズベレー
438,过期棉布贝雷帽（天蓝）,dated cotton beret (blue),†セレストベレー
439,过期青铜角盔,dated bronze sallet,†サレット
440,过期青铜护目镜,pair of dated bronze goggles,†ゴーグル
441,过期青铜护目镜（黄色）,pair of dated bronze goggles (yellow),†イエローゴーグル
442,过期青铜护目镜（黑色）,pair of dated bronze goggles (black),†ブラックゴーグル
443,过期青铜作业眼镜,pair of dated brass magnifiers (red),†マグニファイアーズ
444,过期柳木半假面,dated willow halfmask,†ウィローハーフマスク
445,过期焦油草帽,dated tarred walking hat,†タールストローハット
446,过期棉布包头巾,dated cotton turban,†コットンターバン
447,过期棉布包头巾（朱红）,dated cotton turban (red),†ヴァーミリオンターバン
448,过期棉布包头巾（淡黄）,dated cotton turban (yellow),†メイズターバン
449,过期棉布包头巾（橄榄绿）,dated cotton turban (green),†オリーヴターバン
450,过期棉布包头巾（天蓝）,dated cotton turban (blue),†セレストターバン
451,过期渡渡鸟皮突骑帽,dated dodoskin calot,†ドードーカロ
452,过期渡渡鸟皮突骑帽（深黑）,dated dodoskin calot (black),†ブラックドードーカロ
453,过期棉布狩猎帽,dated trapper's hat,†トラッパーハット
454,过期棉布狩猎帽（朱红）,dated trapper's hat (red),†ヴァーミリオントラッパーハット
455,过期棉布狩猎帽（淡黄）,dated trapper's hat (yellow),†メイズトラッパーハット
456,过期棉布狩猎帽（橄榄绿）,dated trapper's hat (green),†オリーヴトラッパーハット
457,过期棉布狩猎帽（天蓝）,dated trapper's hat (blue),†セレストトラッパーハット
458,过期青铜骑兵头盔,dated bronze elmo,†エルモ
459,过期渡渡鸟皮盔帽,dated dodoskin pot helm,†ドードーポットヘルム
460,过期渡渡鸟皮盔帽（深黑）,dated dodoskin pot helm (black),†ブラックポットヘルム
461,过期棉布圆锥帽（朱红）,dated cotton sugarloaf hat (red),†ヴァーミリオンシュガーローフ
462,过期棉布圆锥帽（橄榄绿）,dated cotton sugarloaf hat (green),†オリーヴシュガーローフ
