0,,,
216,樵夫之技,Brunt Force,きこりの腕
217,诺菲卡的加护,Nophica's Ward,ノフィカの加護
218,环境探知,Field Mastery,フィールドマスタリー
219,比尔格的加护,Byregot's Ward,ビエルゴの加護
220,环境探知II,Field Mastery II,フィールドマスタリーII
221,丛林之相,Truth of Forests,トゥルー・オブ・フォレスト
222,天赐收成,Blessed Harvest,ブレスドハーベスト
223,,,
224,天赐收成II,Blessed Harvest II,ブレスドハーベストII
225,转变,Leaf Turn,リーフターン
226,转变II,Leaf Turn II,リーフターンII
227,矿脉勘探,Prospect,プロスペクト
228,大地勘察,Lay of the Land,ランドサーベイ
229,潜行,Stealth,ステルス
230,筹备,Preparation,プレパレーション
231,登山者之感,Toil of the Mountaineer,山師の直感
232,石工之理,Solid Reason,石工の理
233,雕工之力,Deep Vigor,彫工の力
234,纳尔札尔的加护,Nald'thal's Ward,ナルザルの加護
235,敏锐视野,Sharp Vision,シャープビジョン
236,梅茵菲娜的加护,Menphina's Ward,メネフィナの加護
237,敏锐视野II,Sharp Vision II,シャープビジョンII
238,山岳之相,Truth of Mountains,トゥルー・オブ・ミネラル
239,莫非王土,King's Yield,キングスイールド
240,收藏品采集,Collect,収集品採集
241,莫非王土II,King's Yield II,キングスイールドII
242,发掘,Unearth,アナース
243,发掘II,Unearth II,アナースII
244,稳手,Steady Hand,ステディハンド
245,稳手,Steady Hand,ステディハンド
246,稳手,Steady Hand,ステディハンド
247,稳手,Steady Hand,ステディハンド
248,稳手,Steady Hand,ステディハンド
249,稳手,Steady Hand,ステディハンド
250,稳手,Steady Hand,ステディハンド
251,稳手,Steady Hand,ステディハンド
252,内静,Inner Quiet,インナークワイエット
253,内静,Inner Quiet,インナークワイエット
254,内静,Inner Quiet,インナークワイエット
255,内静,Inner Quiet,インナークワイエット
256,内静,Inner Quiet,インナークワイエット
257,内静,Inner Quiet,インナークワイエット
258,内静,Inner Quiet,インナークワイエット
259,内静,Inner Quiet,インナークワイエット
260,阔步,Great Strides,グレートストライド
261,阔步,Great Strides,グレートストライド
262,阔步,Great Strides,グレートストライド
263,阔步,Great Strides,グレートストライド
264,阔步,Great Strides,グレートストライド
265,阔步,Great Strides,グレートストライド
266,阔步,Great Strides,グレートストライド
267,阔步,Great Strides,グレートストライド
268,以小钓大II,Mooch II,泳がせ釣りII
269,双重提钩,Double Hook,ダブルフッキング
270,发掘III,Unearth III,アナースIII
271,转变III,Leaf Turn III,リーフターンIII
272,高产II,Bountiful Yield II,バウンティフルイールドII
273,丰收II,Bountiful Harvest II,バウンティフルハーベストII
274,纳尔札尔的指引,Nald'thal's Counsel,ナルザルの導き
275,诺菲卡的指引,Nophica's Counsel,ノフィカの導き
276,松弛,Rumination,リラックス
277,新颖,Ingenuity,工面算段
278,掌握,Manipulation,マニピュレーション
279,俭约,Waste Not,倹約
280,十二神加护,the Twelve's Bounty,十二神の加護
281,稳手II,Steady Hand II,ステディハンドII
282,十二神加护,the Twelve's Bounty,十二神の加護
283,新颖II,Ingenuity II,工面算段II
284,改革,Innovation,イノベーション
285,俭约II,Waste Not II,倹約II
286,安逸,Comfort Zone,コンファートゾーン
287,回收,Reclaim,リクレイム
288,选饵,Bait,釣り餌
289,抛竿,Cast,キャスティング
290,树木之声II,Arbor Call II,アーバーコールII
291,大地勘察II,Lay of the Land II,ランドサーベイII
292,利姆莱茵的加护,Llymlaen's Ward,リムレーンの加護
293,沙利亚克的加护,Thaliak's Ward,サリャクの加護
294,环境探知III,Field Mastery III,フィールドマスタリーIII
295,敏锐视野III,Sharp Vision III,シャープビジョンIII
296,提钩,Hook,フッキング
297,以小钓大,Mooch,泳がせ釣り
298,潜行,Stealth,ステルス
299,中断,Quit,中断
300,放生,Release,リリース
301,直觉甄别II,Impulsive Appraisal II,直感選別II
302,直觉甄别II,Impulsive Appraisal II,直感選別II
303,隐行,Sneak,スニーク
304,隐行,Sneak,スニーク
305,隐行,Sneak,スニーク
306,,,
307,沉默,Silence,サイレス
308,麻痹,Paralyze,パライズ
309,加速,Haste,ヘイスト
310,减速,Slow,スロウ
311,火棘屏障,Blaze Spikes,ブレイズスパイク
312,冰棘屏障,Ice Spikes,アイススパイク
313,电棘屏障,Shock Spikes,ショックスパイク
314,物理石肤,物理ストンスキン,物理ストンスキン
315,魔法石肤,魔法ストンスキン,魔法ストンスキン
316,石肤,Stoneskin,ストンスキン
317,污浊吐息,Foul Breath,ファウルブレス
318,寒霜吐息,Frost Breath,フロストブレス
319,后踢,Hoofkick,フーキック
320,狂奔,Stampede,スタンピード
321,大角,Big Horn,ビッグホーン
322,投石,Stone Throw,つぶて打ち
323,毒手,Soil Smear,毒手
324,神偷,Greedy Grab,かっぱらい
325,闪雷直击,Thunderstrike,サンダーストライク
326,雷暴,Thunderstorm,サンダーストーム
327,黏网,Sticky Web,スティッキーウェブ
328,腐蚀喷雾,Caustic Spray,コースティックスプレー
329,致命尾刺,Deadly Thrust,デッドリースラスト
330,致命尾刺,Deadly Thrust,デッドリースラスト
331,飞翼斩,Wing Cutter,ウィングカッター
332,战栗尖叫,Bloodcurdling Caw,戦慄の叫声
333,蛋黄冲击,Yolk Shower,ヨークシャワー
334,横冲直撞,Reckless Charge,猪突猛進
335,怒发冲冠,Bristle,怒髪天
336,嚎叫,Bellowing Grunt,叫喚
337,自爆,Self-destruct,自爆
338,爆燃,Combustion,爆燃
339,爆轰,Deflagration,爆轟
340,苦行,Mortify,モーティファイ
341,地狱挥,Hell Slash,ヘルスラッシュ
342,吸魂,Soul Drain,ソウルドレイン
343,死亡诅咒,Doomsay,死の呪い
344,种弹齐射,Seedvolley,シードボレー
345,飒飒酸弹,Sour Sough,サワーサフ
346,飒飒速弹,Swift Sough,スウィフトサフ
347,滑舌,Sticky Tongue,スティッキータン
348,油性分泌物,Toad Oil,ガマの脂
349,倦怠舔舐,Languid Lap,ラングイドラップ
350,微冲击波,Microblaster,マイクロブラスター
351,蓄能晶须,Charged Whisker,チャージドホイスカー
352,混沌之眼,Chaotic Eye,カオティックアイ
353,冲击波,Blaster,ブラスター
354,好奇,Curiosity,キュリオシティ
355,大冲击波,Megablaster,メガブラスター
356,钢铁正义,Iron Justice,アイアンジャスティス
357,圣意,King's Will,キングスウィル
358,痛苦之刃,Blade of Suffering,サフェリングブレード
359,赦免之刃,Blade of Absolution,アブソリューションブレード
360,忏悔之刃,Blade of Repentance,リペンタンスブレード
361,平直剑,Flat Blade,フラットブレード
362,精神冲击,Mind Blast,マインドブラスト
363,吸血触,Drain Touch,ドレインタッチ
364,酸雾,Acid Mist,アシッドミスト
365,酸雾,Acid Mist,アシッドミスト
366,酸雾,Acid Mist,アシッドミスト
367,酸雾,Acid Mist,アシッドミスト
368,迷眼,Mudslinger,目つぶし
369,投石,Stone Throw,つぶて打ち
370,轰炸,Bombardier,ボンバディア
371,侵扰,Infestation,インフェスティション
372,腐坏,Spoil,スポイル
373,空翻斩,Somersault Slash,サマーソルトスラッシュ
374,坚壳防御,Nutshell,ナットシェル
375,坚壳防御,Nutshell,ナットシェル
376,坚壳防御,Nutshell,ナットシェル
377,惊惶,Scamper,スキャンパー
378,吸血,Blood Drain,吸血
379,超声波,Ultrasonics,超音波
380,超声波,Ultrasonics,超音波
381,释放汁液,Aqueous Discharge,液汁散布
382,释放黏液,Viscous Discharge,粘汁散布
383,释放忘液,Mucous Discharge,忘汁散布
384,震击,Agitation,アジテーション
385,震击,Agitation,アジテーション
386,震击,Agitation,アジテーション
387,撕咬,Snap Jaw,スナップジョー
388,溶解液,Corrosive Spit,コロシヴスピット
389,溶解液,Corrosive Spit,コロシヴスピット
390,叮咬,Proboscis,プロビスカス
391,吸血,Blood Drain,吸血
392,吸血,Blood Drain,吸血
393,致盲冲击,Blinding Burst,ブラインディングバースト
394,寂静之光,Lulling Light,凪の光
395,束缚枝,Limbs of Lead,呪縛
396,菌丝鞭,Hypha Whip,ハイファウィップ
397,催吐孢云,Queasy Cloud,クイージークラウド
398,麻痹孢云,Slumber Cloud,スランバークラウド
399,嬉闹攻击,Romp,ロンプ
400,热情律动,Jittering Jig,情熱の律動
401,狂热击,Frenetic Flurry,熱狂撃
402,加速,Haste,ヘイスト
403,帝国式强壮剂,Fortis,帝国式強壮剤
404,帝国式兴奋剂,Celeris,帝国式興奮剤
405,投弹,Bomb Toss,爆弾投げ
406,投弹,Bomb Toss,爆弾投げ
407,爆竹雨,Firecracker Shower,ファイアクラッカーシャワー
408,狂野喧嚣,Wild Rattle,ワイルドラトル
409,毒滴牙,Dripping Fang,ドリッピングファング
410,石化凝视,Stone Gaze,石化にらみ
411,后翻,Backflip,バックフリップ
412,圆尾扫,Tail Chase,テイルチェイス
413,火球,Fireball,ファイアボール
414,杂音,Bombination,ボンビネーション
415,爆裂尾,Whipcrack,ウィップクラック
416,金口舌,Golden Tongue,ゴールデンタン
417,龟足踏,Tortoise Stomp,トータスストンプ
418,甲壳强化,Harden Shell,甲羅強化
419,侧身斩,Lateral Slash,胴斬り
420,研磨石,Whetstone,ウェットストーン
421,愤怒一击,Smite of Rage,怒りの一撃
422,超猛击,Grand Slam,グランドスラム
423,风暴将至,Coming Storm,カミングストーム
424,敏捷阵风,Swift Gust,スウィフトガスト
425,反射,Reflect,リフレク
426,赋火,Enfire,エンファイア
427,赋冰,Enblizzard,エンブリザド
428,赋风,Enaero,エンエアロ
429,赋土,Enstone,エンストーン
430,赋雷,Enthunder,エンサンダー
431,赋水,Enwater,エンウォータ
432,吸取,Drain,ドレイン
433,,,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,顶枝冲压,Canopy,カノピー
441,巨木龙卷,Arboreal Storm,アーボリアルストーム
442,橡果炸弹,Acorn Bomb,どんぐり爆弾
443,岩石骷髅,Stone Skull,ストーンスカル
444,巨石霹雳,Boulder Clap,ボルダークラップ
445,沙尘喷射,True Grit,トゥルーグリット
446,雷鸣吐息,the Dragon's Breath,サンダーブレス
447,登場,登場,登場
448,水浪吐息,Stagnant Spray,スタグナントスプレー
449,怪异光,Eerie Light,不気味な光
450,惊奇光,Peculiar Light,不思議な光
451,攻撃,攻撃,攻撃
452,热风,Sear,熱風
453,烈焰焚烧,Incinerate,インシネレート
454,火神爆裂,Vulcan Burst,バルカンバースト
455,地火喷发,Eruption,エラプション
456,光辉炎柱,Radiant Plume,光輝の炎柱
457,深红旋风,Crimson Cyclone,クリムゾンサイクロン
458,地狱之火炎,Hellfire,地獄の火炎
459,イフリート：ジャンプ,イフリート：ジャンプ,イフリート：ジャンプ
460,イフリート：着地,イフリート：着地,イフリート：着地
461,イフリート：炎獄の楔召喚,イフリート：炎獄の楔召喚,イフリート：炎獄の楔召喚
462,イフリート：角復活,イフリート：角復活,イフリート：角復活
463,イフリート：怒りオン,イフリート：怒りオン,イフリート：怒りオン
464,炎獄の楔：出現,炎獄の楔：出現,炎獄の楔：出現
465,炎獄の楔：死亡,炎獄の楔：死亡,炎獄の楔：死亡
466,,,
467,,,
468,,,
469,,,
470,,,
471,,,
472,,,
473,,,
474,蛮勇,Barbaric Surge,蛮勇
475,三连击,Triple Threat,三連撃
476,步法,Footwork,フットワーク
477,直击要害,Gut Rip,急所狙い
478,后手冲击,Backhand Blow,バックハンドブロー
479,草木荣枯,Rise and Fall,ライズ・アンド・フォール
480,光合成,Photosynthesis,光合成
481,光呼吸,Photorespiration,活性化
482,平原震裂,Plaincracker,プレーンクラッカー
483,岩石崩溃,Rockslide,ロックスライド
484,石灰化,Calcify,石灰化
485,汎用：詩人技：回避アップ歌,汎用：詩人技：回避アップ歌,汎用：詩人技：回避アップ歌
486,汎用：詩人技：攻撃アップ歌,汎用：詩人技：攻撃アップ歌,汎用：詩人技：攻撃アップ歌
487,汎用：詩人技：防御アップ歌,汎用：詩人技：防御アップ歌,汎用：詩人技：防御アップ歌
488,寒毒接触,Cold Caress,ポイズンタッチ
489,甜钢,Sweet Steel,スウィートスチール
490,石火豪拳,Devastate,石火豪拳
491,勃然大怒,Infuriate,我武者羅
492,贯穿箭,Piercing Arrow,ピアシングアロー
493,汎用：巴術技：単体スロウ,汎用：巴術技：単体スロウ,汎用：巴術技：単体スロウ
494,汎用：巴術技：単体防御DOWN,汎用：巴術技：単体防御DOWN,汎用：巴術技：単体防御DOWN
495,拍掌,Faze,猫だまし
496,扬沙,Sandslinger,砂かけ
497,猛撞,Body Slam,ボディスラム
498,冷酷凝视,Cold Gaze,コールドゲイズ
499,石化凝视,Stone Gaze,ストーンゲイズ
500,狂奔,Run Amok,爆走
501,五十针刺,50 Needles,針五十本
502,百针刺,100 Needles,針百本
503,千针刺,1000 Needles,針千本
504,猛锤喙,Hammer Beak,ハンマービーク
505,石化吐息,Petribreath,ペトロブレス
506,麻痹吐息,Numbing Breath,ナムブレス
507,剧毒吐息,Poison Breath,ポイズンブレス
508,催眠吐息,Slumber Breath,スランバーブレス
509,狂吠,Howl,遠吠え
510,纠缠咬,Foul Bite,ファウルバイト
511,嗜血咬,Sanguine Bite,サングインバイト
512,诅咒视线,Cursed Gaze,呪いの視線
513,恐怖视线,Dread Gaze,恐怖の視線
514,5级石化,Level 5 Petrify,レベル5石化
515,硬质化,Vulcanize,硬質化
516,甲壳破裂,Shatter,甲殻破裂
517,火龙卷,Burning Cyclone,バーニングサイクロン
518,洒落雷,Levinshower,レヴィンシャワー
519,雷牙,Levinfang,レヴィンファング
520,冲顶,Head Butt,ヘッドバット
521,地震嚎,Seismic Scream,サイズミックスクリーム
522,羊毛脂,Lanolin,ラノリン
523,捕猎钳,Trap Jaws,トラップジョーズ
524,酸液喷射,Acid Spray,アシッドスプレー
525,钻头炮,Drill Cannons,ドリルキャノン
526,陶瓷合金钻头,Cermet Drill,サーメットドリル
527,过载,Overcharge,オーバーチャージ
528,黄沙吐息,Sand Breath,サンドブレス
529,沙暴,Sandstorm,サンドストーム
530,剧毒吐息,Poison Breath,ポイズンブレス
531,大地崩裂,Earthbreak,アースブレイク
532,地震,Earthquake,地震
533,沙柱,Sand Pillar,サンドピラー
534,巨剑,Grand Sword,グランドソード
535,强力打击,Grand Strike,グランドストライク
536,抗魔咒,Disruptor,ディスラプター
537,魔导激光,Magitek Ray,魔導レーザー
538,过热,Overheat,オーバーヒート
539,排气,Exhaust,エグゾースト
540,魔导结界,Magitek Field,魔導フィールド
541,啃咬,Gnaw,噛みつき
542,海浪飞扬,Seaspray,シースプレー
543,尘土飞扬,Sandspray,サンドスプレー
544,狂食,Feeding Frenzy,フィーディングフレンジー
545,粉碎冲击,Pulverizing Pound,デッドリーストンプ
546,地层断裂,Seismic Rift,クジャタ：麻痺音波攻撃
547,地层断裂,Seismic Rift,サイズミックリフト
548,喉歌,Khoomii,ホーミー
549,洪亮巨响,Sonorous Blast,クジャタ：ソノラスブラスト
550,超级突进,Encierro,クジャタ：超突進
551,泥土外衣,Soil Coat,ソイルコート
552,脊针刺,Spine Stream,スパインストリーム
553,铁甲,Titan's Boon,鉄甲
554,收束手榴弹,Titan's Anger,収束手榴弾
555,水炮,Water Cannon,水鉄砲
556,水力球,Hydroball,ハイドロボール
557,撕抓,Lacerate,ラサレイト
558,毒液猛咬,Salivous Snap,サライヴォススナップ
559,巨龙吐息,Dragon Breath,ドラゴンブレス
560,花岗岩雨,Granite Rain,グラナイトレイン
561,回旋踢,Spinning Kick,スピニングキック
562,地爆弹,Groundburst,グランドバースト
563,猛毒粘液,Toxic Vomit,トキシックヴォミット
564,空降,Touchdown,タッチダウン
565,カラードラゴン：飛び立ち消滅,カラードラゴン：飛び立ち消滅,カラードラゴン：飛び立ち消滅
566,泡泡吐息,Bubble Shower,バブルシャワー
567,大剪钳,Big Scissors,ビッグシザー
568,泡泡浴,Bubble Bath,バブルバス
569,蟹甲流,Crab Dribble,クラブドリブル
570,猛啄,Peck,つっつき
571,禽臭,Fowl Stench,ファウルステンチ
572,馊嗝,Rancid Belch,ランシッドベルチ
573,投掷沙丁鱼,Flying Sardine,フライングサーディン
574,反哺,Regurgitate,リガージテート
575,击倒,Beatdown,ビートダウン
576,吸气,Inhale,インヘイル
577,グゥーブー：飲み込む,Swallow,グゥーブー：飲み込む
578,グゥーブー：吐きだす,Spit,グゥーブー：吐きだす
579,发霉喷嚏,Moldy Sneeze,モルディスニーズ
580,患病喷嚏,Sickly Sneeze,シックリィスニーズ
581,アトモス：吸い込み,Black Hole,アトモス：吸い込み
582,アトモス：吐きだし,Worm Hole,アトモス：吐きだし
583,诡异视线,the Look,怪視線
584,腐烂吐息,Rotten Breath,ロトンブレス
585,咒言,Curse,呪言
586,怨念,Malice,怨念
587,渗透,Pervasion,透過
588,雷胞,Numbing Tendrils,雷胞
589,刺胞,Irritating Tendrils,刺胞
590,咩叫,Bleat,金切り声
591,冲撞,Fleece Butt,体当たり
592,摇篮曲,Lullaby,ララバイ
593,芳香,Floral Bouquet,あまい香り
594,尖啸,Scream,スクリーム
595,投石,Catapult,ブン投げ
596,野蛮咆哮,Bestial Bay,野蛮な咆吼
597,ドラゴン毒沼：発生ループ,ドラゴン毒沼：発生ループ,ドラゴン毒沼：発生ループ
598,ドラゴン毒沼：消滅,ドラゴン毒沼：消滅,ドラゴン毒沼：消滅
599,生命水,Aqua Vitae,アクアヴィッテ
600,骨灰,Bone Powder,ボーンパウダー
601,号叫,Beak Snap,ビークスナップ
602,哀叫,Overtone Shriek,哀叫
603,惊叫,Shriek,号叫
604,臭气,Bad Breath,臭い息
605,甜气,Sweet Breath,甘い息
606,藤鞭穿刺,Vine Probe,串刺し
607,防守策略,Defensive Maneuvers,ディフェンス・マニューバ
608,切裂,Shred,シェード
609,大手,the Hand,ザ・ハンド
610,死亡之爪,Death Grip,アイアンクロー
611,デスクロー：デスクロー解除,デスクロー：デスクロー解除,デスクロー：デスクロー解除
612,碎骨拳,Straight Punch,ボーンブレイカー
613,落肘,Elbow Drop,エルボードロップ
614,烧心,Heartburn,ハートバーン
615,无意,Absent-mindedness,アブセントマインド
616,火热,Hot Hands,熱気
617,狂热,Hot Horns,熱狂
618,双重碎击,Double Smash,ダブルスマッシュ
619,毁灭毒针,Corrupted Tail,コラプテッドテール
620,狰狞劈砍,Grim Cleaver,グリムクリーバー
621,狰狞光环,Grim Halo,グリムヘイロー
622,荒芜新星,Desolation,デソレーション
623,地狱葬送,Hellssend,ヘルズセンド
624,狰狞命运,Grim Fate,グリムフェイト
625,十吨横扫,10-tonze Swipe,10トンズ・スワイプ
626,十吨回转,10-tonze Swing,10トンズ・スイング
627,百吨横扫,100-tonze Swipe,100トンズ・スワイプ
628,百吨回转,100-tonze Swing,100トンズ・スイング
629,怒视,Glower,グラワー
630,野性,Animal Instinct,アニマルインスティンクト
631,眼魔之眼,Eye of the Beholder,アイ・オブ・ビホルダー
632,火鳞甲,Smoldering Scales,炎の鱗
633,利爪,Gouge,ひっかき
634,黄宝石之光,Shining Topaz,トパーズの輝き
635,硬化,Curl,かたまり
636,冲撞,Storm,体当たり
637,突风,Gust,ガスト
638,吹飞,Backdraft,ふきとばし
